year,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,pick,pickround,picktotal,wonderlic,nflgrade,picked?
2013,6,0,72,192,32.25,9.375,4.36,0,1.52,4.21,6.9,35.5,124,14,2,4(36),4,36,0,0,1
2013,6,2,74,218,32.5,9.25,4.59,0,1.59,0,0,33.5,124,0,2,7(39),7,39,0,0,1
2013,6,5,77,250,33.25,10.375,0,0,0,0,0,0,0,0,5,13(146),13,146,0,0,1
2013,6,4,76,225,34.75,10.375,4.51,0,1.55,4.07,7.03,34.5,120,0,0,,0,0,0,0,0
2013,6,4,76,229,32.25,9.25,4.97,0,1.65,4.55,7.17,29,112,0,7,15(221),15,221,0,0,1
2013,6,1,73,204,30.75,9.75,4.48,0,1.55,4.07,6.72,33.5,119,15,0,,0,0,0,0,0
2013,6,1,73,307,33.5,10,5.15,0,1.67,4.72,7.82,30,107,37,4,3(100),3,100,0,0,1
2013,6,2,74,293,32.125,10.375,5.22,0,0,0,0,0,0,0,0,,0,0,0,0,0
2013,5,8,68,216,30.25,8.625,4.55,0,1.59,4.17,6.7,33,122,27,0,,0,0,0,0,0
2013,6,0,72,221,31.125,9.25,4.69,0,1.6,0,7.06,30.5,111,21,7,42(248),42,248,0,0,1
2013,6,3,75,302,32.5,10,5.43,0,1.84,4.96,7.9,24,92,27,0,,0,0,0,0,0
2013,6,1,73,202,32,8.75,4.64,0,1.52,4.34,6.68,36,122,17,0,,0,0,0,0,0
2013,6,4,76,242,32.625,9.375,4.68,0,1.61,4.53,7.44,31,118,19,0,,0,0,0,0,0
2013,6,4,76,246,33,9,4.55,0,0,4.32,0,37.5,126,16,0,,0,0,0,0,0
2013,6,0,72,194,30.5,9,4.38,0,1.53,4.35,0,33.5,124,16,5,11(144),11,144,0,0,1
2013,6,3,75,252,32.25,9.375,4.65,0,1.6,4.27,7.12,34.5,116,18,0,,0,0,0,0,0
2013,5,10,70,208,32.375,9.5,4.67,0,1.57,4.11,6.7,37,124,17,2,25(57),25,57,0,0,1
2013,6,0,72,205,31.375,8.5,4.34,0,1.47,4.25,6.76,37,125,16,6,6(174),6,174,0,0,1
2013,6,1,73,237,33.125,10.375,5.01,0,0,4.39,7.21,30.5,115,19,0,,0,0,0,0,0
2013,6,7.25,79.25,266,36,10.375,4.72,0,1.6,4.3,6.89,35,128,14,4,35(132),35,132,0,0,1
2013,5,11,71,192,30.75,9.125,4.39,0,1.47,4.06,6.82,35,127,22,2,22(54),22,54,0,0,1
2013,5,9.125,69.125,214,30.125,8.625,4.76,0,1.64,4.5,7.13,30,110,17,5,7(140),7,140,0,0,1
2013,6,1,73,241,32.5,9.5,4.82,0,1.62,4.27,7.13,33,113,0,2,6(38),6,38,0,0,1
2013,6,3,75,244,32.25,9.625,4.91,0,1.64,4.31,7.17,32,113,18,0,,0,0,0,0,0
2013,6,0,72,208,30.625,9.25,4.65,0,1.54,0,0,35,122,14,4,22(119),22,119,0,0,1
2013,5,9,69,213,31.5,9.25,4.42,0,1.5,4.26,0,40.5,133,28,4,14(111),14,111,0,0,1
2013,6,1,73,193,32.25,8.75,4.54,0,1.54,4.21,6.88,33.5,121,8,0,,0,0,0,0,0
2013,6,3,75,320,34.125,10,5.11,0,1.71,4.63,7.45,0,0,27,3,24(86),24,86,0,0,1
2013,6,8,80,260,34.5,10.25,4.86,0,1.7,4.57,7.09,31,113,17,4,36(133),36,133,0,0,1
2013,6,4,76,307,33.375,10.125,5.09,0,1.7,4.69,7.48,29.5,109,29,4,25(122),25,122,0,0,1
2013,6,0,72,190,31.25,8.625,4.38,0,1.47,3.85,0,37.5,125,16,1,22(22),22,22,0,0,1
2013,6,0,72,221,30.25,9.25,4.55,0,1.54,0,0,35.5,118,17,0,,0,0,0,0,0
2013,6,0,72,214,32.75,10,4.63,0,1.57,4.06,6.78,38,121,15,1,15(15),15,15,0,0,1
2013,6,3,75,226,30.25,9.75,4.92,0,1.73,4.52,6.95,32,116,0,0,,0,0,0,0,0
2013,6,0,72,196,30.5,9.25,4.68,0,1.61,4.22,6.93,32.5,125,0,0,,0,0,0,0,0
2013,6,6,78,308,34,9.875,5.17,0,1.77,4.91,7.94,31.5,101,20,5,35(168),35,168,0,0,1
2013,6,3,75,332,33.375,9.5,5.58,0,1.92,5.1,7.78,22.5,96,28,3,3(65),3,65,0,0,1
2013,6,2,74,317,34.75,9.625,5.49,0,1.83,0,0,0,110,0,1,10(10),10,10,0,0,1
2013,6,4,76,265,34,9.5,4.55,0,1.6,0,0,39,128,36,6,20(188),20,188,0,0,1
2013,6,3,75,300,34,10,5.06,0,0,5,7.77,30,107,24,4,19(116),19,116,0,0,1
2013,6,5,77,310,34,10.375,5.29,0,1.8,5.01,8.31,24.5,103,0,2,10(42),10,42,0,0,1
2013,6,4,76,313,34,9.25,5.44,0,1.8,5.07,8.23,21,94,23,0,,0,0,0,0,0
2013,5,10,70,184,30.25,9.375,4.51,0,1.49,3.84,6.82,40.5,132,14,4,17(114),17,114,0,0,1
2013,5,10,70,195,32.5,8.5,4.41,0,1.49,0,0,35,125,14,3,28(90),28,90,0,0,1
2013,6,3,75,266,33.25,9.625,4.83,0,1.66,4.4,7.3,31,111,25,1,24(24),24,24,0,0,1
2013,6,7,79,315,34,10,5.46,0,1.83,4.81,7.9,25,105,22,0,,0,0,0,0,0
2013,5,11,71,189,32.75,9.125,4.45,0,1.52,4.02,6.8,37,120,20,3,17(79),17,79,0,0,1
2013,6,0,72,213,31,9,4.57,0,1.53,4.09,7.02,35,124,17,0,,0,0,0,0,0
2013,6,1,73,335,32.625,9.75,5.37,0,1.79,4.91,8.09,29.5,102,38,3,32(94),32,94,0,0,1
2013,6,3,75,323,32,9.375,4.91,0,0,0,0,0,0,30,5,4(137),4,137,0,0,1
2013,5,8,68,195,29.75,9.125,4.48,0,1.52,4.15,7.15,35,118,17,7,24(230),24,230,0,0,1
2013,6,2.875,74.875,241,30.625,10.125,4.88,0,1.67,4.44,6.99,35,113,24,0,,0,0,0,0,0
2013,6,4,76,309,34.125,10.25,4.94,0,1.63,4.65,7.55,33,111,28,0,,0,0,0,0,0
2013,6,0,72,213,30.75,8.375,4.46,0,1.52,4.25,7.01,36,120,25,3,22(84),22,84,0,0,1
2013,5,9,69,181,30.5,8.125,4.42,0,1.46,4.1,6.89,40.5,128,12,5,12(145),12,145,0,0,1
2013,6,3,75,313,33.5,10.75,5.03,0,1.72,4.8,7.93,26.5,102,27,1,28(28),28,28,0,0,1
2013,6,2,74,208,31.25,8.75,4.52,0,1.52,4.32,7.01,32.5,119,11,3,12(74),12,74,0,0,1
2013,6,3,75,260,32.5,9.5,4.92,0,1.71,0,0,33,112,25,6,11(179),11,179,0,0,1
2013,6,1,73,241,32.25,9.375,4.57,0,1.61,0,0,38,124,30,4,27(124),27,124,0,0,1
2013,6,3,75,251,33.375,10,4.81,0,1.6,0,0,0,0,22,6,36(204),36,204,0,0,1
2013,6,3,75,194,31.125,9.25,4.51,0,1.51,4.33,6.65,34.5,122,7,7,30(236),30,236,0,0,1
2013,6,2,74,215,31.375,8.75,4.95,0,1.7,4.39,7.22,28.5,112,0,4,15(112),15,112,0,0,1
2013,5,10,70,218,30.875,9.875,4.75,0,1.61,0,0,34.5,119,22,0,,0,0,0,0,0
2013,6,4,76,320,32.75,9.75,0,0,0,0,0,0,0,9,3,10(72),10,72,0,0,1
2013,5,11,71,209,31.5,9.125,4.44,0,1.49,4.07,0,39,134,0,5,3(136),3,136,0,0,1
2013,5,11,71,213,30.875,8.625,4.56,0,1.53,0,0,37.5,124,16,0,,0,0,0,0,0
2013,6,0,72,201,31,9.25,4.51,0,0,4.47,7.15,33.5,117,14,2,9(41),9,41,0,0,1
2013,5,11,71,210,32.75,9.125,4.53,0,1.54,4.18,6.95,33.5,117,17,6,34(202),34,202,0,0,1
2013,6,0,72,235,31,8.75,4.78,0,1.66,4.51,7.41,31.5,111,21,0,,0,0,0,0,0
2013,6,1,73,195,32,8.625,4.53,0,1.53,4.12,6.97,36,128,14,3,8(70),8,70,0,0,1
2012,6,1,73,238,33,10,4.73,0,0,0,0,35,118,24,6,34(204),34,204,0,0,1
2012,5,11,71,179,31.875,9.375,4.57,2.66,1.69,0,7.09,36,123,0,4,9(104),9,104,0,0,1
2012,6,7,79,323,34,10.875,5.4,0,0,4.95,7.94,28,100,19,2,24(56),24,56,0,0,1
2012,6,4,76,296,33.375,10.375,5.41,0,0,4.62,7.74,25,99,19,0,,0,0,0,0,0
2012,6,3,75,270,35,9.75,0,0,0,0,0,0,0,0,4,8(103),8,103,0,0,1
2012,6,1,73,210,0,0,4.67,0,0,4.25,7.02,34,118,17,7,35(242),35,242,0,0,1
2012,6,3,75,255,33,9.625,4.89,0,0,4.37,7.12,32,110,27,3,1(64),1,64,0,0,1
2012,6,4,76,307,0,0,5.28,0,0,4.9,8.01,27,102,26,2,12(44),12,44,0,0,1
2012,6,4,76,335,0,0,5.31,0,0,4.99,8.04,27,101,32,7,1(208),1,208,0,0,1
2012,6,6,78,319,0,0,0,0,0,0,0,0,0,23,6,8(178),8,178,0,0,1
2012,5,8,68,204,29.625,8.125,4.53,0,0,4.31,7.27,35,111,20,7,43(250),43,250,0,0,1
2012,5,11,71,232,0,0,4.88,0,0,4.35,7.21,34,113,30,0,,0,0,0,0,0
2012,5,9,69,206,0,0,4.65,0,0,4.23,7.1,36,112,21,0,,0,0,0,0,0
2012,5,10,70,219,0,0,4.65,0,0,4.19,7.03,33,115,23,5,35(170),35,170,0,0,1
2012,6,1,73,213,33.625,9.5,0,0,0,0,0,0,0,0,1,7(7),7,7,0,0,1
2012,6,2,74,303,0,0,5.44,0,0,4.8,7.79,28,101,19,7,41(248),41,248,0,0,1
2012,5,11,71,205,33.125,8.875,4.59,0,1.65,4.35,7.3,33,121,15,0,,0,0,0,0,0
2012,5,9,69,172,31.75,8.75,4.36,0,1.58,0,0,38,119,14,4,5(100),5,100,0,0,1
2012,5,10,70,182,30.25,8,4.43,0,0,4.5,6.99,31,114,13,3,22(85),22,85,0,0,1
2012,6,4,76,274,32,9.25,4.82,0,0,4.07,6.9,34,113,0,3,27(90),27,90,0,0,1
2012,6,5,77,313,32,9,5.27,0,0,4.84,7.95,29,101,32,3,32(95),32,95,0,0,1
2012,5,11,71,200,0,0,4.58,0,0,4.3,6.79,39,131,19,6,7(177),7,177,0,0,1
2012,6,1,73,207,32.5,9.25,4.46,0,0,0,0,35,123,14,1,5(5),5,5,0,0,1
2012,6,2,74,311,33,9.875,5.25,0,0,4.65,7.86,29,105,22,4,13(108),13,108,0,0,1
2012,6,0,72,208,31.25,9.125,4.7,0,0,3.97,6.71,34,116,12,5,4(139),4,139,0,0,1
2012,6,3,75,263,31.5,10.25,4.9,0,0,4,7.22,32,112,28,0,,0,0,0,0,0
2012,5,11,71,222,32.25,10,4.66,0,0,4.44,6.96,38,119,21,0,,0,0,0,0,0
2012,5,10,70,202,31.5,8.875,0,0,0,0,0,0,0,24,4,6(101),6,101,0,0,1
2012,5,9,69,182,31.5,9.375,0,0,0,0,0,0,0,0,4,28(123),28,123,0,0,1
2012,6,2,74,217,32.25,10.25,4.72,0,1.58,4.28,7.12,36,123,11,0,,0,0,0,0,0
2012,6,2,74,241,33.75,10.5,4.64,0,0,4.37,7.18,37,121,24,4,10(105),10,105,0,0,1
2012,6,4,76,259,34,9,4.7,0,0,4,7.19,32,120,0,2,6(38),6,38,0,0,1
2012,5,11,71,192,32,9.75,4.48,0,0,0,0,32,0,11,6,36(206),36,206,0,0,1
2012,6,2,74,312,31.5,9.5,5.35,0,0,4.6,7.73,25,96,29,0,,0,0,0,0,0
2012,6,6,78,322,35,9.125,5.36,0,0,4.81,7.46,26,105,19,1,14(14),14,14,0,0,1
2012,5,10,70,190,0,0,4.37,0,0,0,0,38,120,12,4,29(124),29,124,0,0,1
2012,5,9,69,202,0,0,4.63,0,0,4.06,6.94,35,114,18,0,,0,0,0,0,0
2012,6,3,75,306,0,0,5.3,0,0,4.78,7.7,25,102,24,0,,0,0,0,0,0
2012,6,1,73,244,33.25,9.5,4.5,0,0,0,0,33,116,0,2,20(52),20,52,0,0,1
2012,5,10,70,192,32.25,9,0,0,0,0,0,0,0,21,2,22(54),22,54,0,0,1
2012,6,1,73,248,31.25,9.75,5.09,0,0,0,0,30,0,0,0,,0,0,0,0,0
2012,6,2,74,246,31.875,9.875,0,0,0,0,0,37,121,31,4,34(129),34,129,0,0,1
2012,6,2,74,236,31.5,9.125,4.69,0,0,4.18,6.89,34,121,19,5,12(147),12,147,0,0,1
2012,6,2,74,211,33,9.5,4.74,0,0,4.15,6.99,34,114,0,0,,0,0,0,0,0
2012,6,1,73,316,0,0,0,0,0,0,0,0,0,0,5,1(136),1,136,0,0,1
2012,6,2,74,251,32.5,9.25,0,0,0,0,0,0,0,35,4,21(116),21,116,0,0,1
2012,6,3,75,219,34.125,10.125,4.55,0,0,4.09,6.9,36,125,19,4,39(134),39,134,0,0,1
2012,5,11,71,188,33.25,8.5,4.5,0,0,4.12,7.01,34,118,0,1,6(6),6,6,4,0,1
2012,6,0,72,201,30.625,9.125,4.5,0,0,4.15,6.69,35,115,12,5,17(152),17,152,0,0,1
2012,6,4,76,246,0,0,4.81,0,0,4.29,6.96,35,78,15,7,3(210),3,210,0,0,1
2012,6,3,75,233,31.625,10.375,0,0,0,4.38,7.07,0,109,0,7,36(243),36,243,0,0,1
2012,6,5,77,314,34,10,5.11,0,0,4.6,7.59,30,108,20,6,23(193),23,193,0,0,1
2012,5,11,71,190,31,9.5,4.65,2.64,1.58,4.35,7.12,31.5,115,11,0,,0,0,0,0,0
2012,6,6,78,284,33.25,10.25,4.78,2.69,1.63,4.78,7.57,31.5,109,25,1,16(16),16,16,0,0,1
2012,6,5,77,310,35,10.25,0,0,0,0,0,0,0,25,0,,0,0,0,0,0
2012,6,4,76,215,32,9.375,4.72,0,0,4.3,7.03,31.5,106,0,0,,0,0,0,0,0
2012,6,3,75,214,31.75,9.875,4.93,0,0,4.5,7.05,28.5,109,0,4,7(102),7,102,33,0,1
2012,6,4,76,298,34.5,10.375,4.79,0,0,4.53,7.07,26,103,30,1,12(12),12,12,0,0,1
2012,6,5,77,274,0,0,4.85,0,0,4.25,7.15,33,116,0,5,23(158),23,158,0,0,1
2012,6,4,76,285,33.75,9.5,4.89,0,0,4.44,7.09,33,113,28,3,18(81),18,81,0,0,1
2012,5,11,71,219,0,0,4.71,0,0,4.4,7.26,33,110,21,0,,0,0,0,0,0
2012,6,4,76,279,0,0,4.99,0,0,4.4,7.47,31,104,0,4,31(126),31,126,0,0,1
2012,6,2,74,224,32,10.5,4.68,0,0,4.3,7.15,38,117,17,5,33(168),33,168,0,0,1
2012,6,4,76,297,32.125,9.875,5.34,0,0,4.59,7.58,27,102,23,0,,0,0,0,0,0
2012,6,1,73,211,33,8.125,4.59,0,0,0,7.1,31,116,12,6,13(183),13,183,0,0,1
2012,6,3,75,266,32.75,9.25,4.98,0,0,4.4,6.9,32,110,0,2,27(59),27,59,0,0,1
2012,6,0,72,291,32.5,9.625,0,0,0,0,0,0,0,0,4,37(132),37,132,0,0,1
2012,6,6,78,315,33.875,10,5.32,0,0,4.54,7.71,29,100,0,7,34(241),34,241,0,0,1
2012,6,0,72,233,0,0,4.65,0,0,4.22,7.28,36,119,19,2,26(58),26,58,0,0,1
2012,6,1,73,219,31.75,10.375,0,0,0,4.11,6.73,31,109,0,0,,0,0,0,0,0
2012,6,2,74,235,32,9,4.61,0,0,4.28,7.19,38,124,32,3,14(77),14,77,0,0,1
2012,6,5,77,316,32.375,10,5.43,0,0,4.56,7.3,29,98,34,1,24(24),24,24,0,0,1
2012,5,10,70,204,30,9.5,4.55,0,0,0,0,37,0,0,7,17(224),17,224,0,0,1
2012,6,5,77,298,32.5,9.75,5.46,0,0,4.9,7.49,28,100,18,0,,0,0,0,0,0
2012,5,9,69,172,29.625,8.375,4.57,2.66,1.58,4.2,7.12,33.5,118,5,0,,0,0,0,0,0
2012,6,5,77,252,33,9.75,4.62,0,0,4.32,7.03,36,131,21,3,15(78),15,78,0,0,1
2012,6,5,77,251,32.75,10.25,4.88,0,0,0,0,31,109,0,4,33(128),33,128,0,0,1
2012,6,1,73,323,0,0,5.18,0,0,4.62,0,31,99,36,0,,0,0,0,0,0
2012,5,8,68,190,31.25,9.5,4.68,0,0,4.2,6.8,32,109,20,0,,0,0,0,0,0
2012,6,6,78,247,33.375,10,0,0,0,0,0,0,0,27,2,2(34),2,34,0,0,1
2012,6,1,73,245,33,9.375,4.77,0,0,4.28,7.03,33,114,27,5,30(165),30,165,0,0,1
2012,5,11,71,206,31.25,9.5,4.53,0,0,3.97,6.71,34,125,23,3,17(80),17,80,0,0,1
2012,6,3,75,220,32.875,9.375,4.47,0,1.57,4.37,7.11,36,122,16,1,13(13),13,13,0,0,1
2012,6,5,77,243,0,0,5.14,0,0,0,0,30.5,112,0,3,25(88),25,88,29,0,1
2012,6,1,73,301,0,0,5.17,0,0,4.79,7.64,28,105,35,0,,0,0,0,0,0
2012,6,2,74,268,33.875,10.125,0,0,0,4.35,7.05,32,109,23,0,,0,0,0,0,0
2012,5,10,70,187,31.125,9.125,4.54,0,0,4.03,6.59,35,121,16,7,39(246),39,246,0,0,1
2012,6,3.5,75.5,223,33.625,9.875,4.53,2.75,1.61,4.42,7.09,32,120,17,0,,0,0,0,0,0
2012,6,1,73,241,0,0,4.87,0,0,4.1,6.9,29,0,19,0,,0,0,0,0,0
2012,5,11,71,239,0,0,4.67,0,0,4.25,7.15,37,119,0,6,32(202),32,202,0,0,1
2012,6,1,73,305,0,0,5.42,0,0,4.65,7.63,30,96,25,0,,0,0,0,0,0
2012,6,2,74,293,33.125,9.5,5,0,0,4.65,7.99,31,112,0,5,6(141),6,141,0,0,1
2012,6,0,72,190,31,9.25,4.4,0,0,3.94,6.61,36,123,15,1,10(10),10,10,0,0,1
2012,5,11,71,198,31.25,8.25,4.41,0,0,4.23,6.97,33,118,19,4,1(96),1,96,0,0,1
2012,6,5,77,345,35.75,10.125,5.15,0,0,5,8.13,23,93,31,2,9(41),9,41,0,0,1
2012,6,0,72,244,31.875,9,4.64,0,0,0,0,35,0,0,0,,0,0,0,0,0
2012,5,11,71,188,32.75,9,4.41,0,1.47,4.18,6.77,33,120,8,3,6(69),6,69,0,0,1
2012,5,10,70,206,29.5,9.125,4.47,0,0,0,7.17,32,114,21,6,12(182),12,182,0,0,1
2012,5,10,70,223,31.375,10,0,0,0,0,0,0,0,20,0,,0,0,0,0,0
2012,6,6,78,238,34.5,10.125,4.53,0,0,4.47,7.12,34,124,16,4,15(110),15,110,0,0,1
2012,6,5,77,298,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2012,6,2,74,223,32.25,9.5,4.41,0,0,0,0,39,120,0,1,33(203),33,203,24,0,1
2012,6,0,72,218,33,9,4.7,0,0,0,0,0,0,0,6,11(181),11,181,0,0,1
2012,6,3,75,285,0,0,5.07,0,0,4.53,7.45,31,105,0,7,12(219),12,219,0,0,1
2012,6,5,77,313,33.125,10.25,5.54,0,0,4.78,7.82,0,0,31,0,,0,0,0,0,0
2012,5,9,69,218,31,9.625,0,0,0,0,0,0,0,26,0,,0,0,0,0,0
2012,6,0,72,184,31.75,9.5,4.66,0,1.57,0,0,34,117,11,0,,0,0,0,0,0
2012,6,4,76,252,33.125,9.875,4.49,0,0,4.11,6.76,36,122,24,6,16(186),16,186,0,0,1
2012,6,0,72,222,0,0,4.78,0,0,0,0,0,113,0,0,,0,0,0,0,0
2012,6,4,76,260,0,0,5.11,0,0,4.69,7.4,26,109,13,0,,0,0,0,0,0
2012,6,1,73,219,32.375,9.25,4.76,0,0,4.15,6.78,32.5,112,0,7,46(253),46,253,0,0,1
2012,5,11,71,175,0,0,4.64,0,0,4.19,6.79,36,118,14,0,,0,0,0,0,0
2012,6,3,75,306,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2012,6,3,75,203,32.125,9.75,4.72,0,0,4.4,7.1,37,113,0,0,,0,0,0,0,0
2012,5,10,70,188,32.25,9,4.68,0,0,4.07,6.81,36,117,0,6,6(176),6,176,0,0,1
2012,5,11,71,185,0,0,4.57,0,0,3.9,6.76,34,119,19,2,30(62),30,62,0,0,1
2012,6,1,73,225,32.5,9.625,4.53,0,1.53,3.98,6.59,35,124,21,7,31(238),31,238,0,0,1
2012,5,10,70,213,32,9,4.66,0,0,4.04,6.97,35,117,22,6,21(191),21,191,0,0,1
2012,6,5,77,318,0,0,5.23,0,0,4.86,7.75,31,108,26,3,26(89),26,89,0,0,1
2012,6,2,74,265,32.625,9.75,4.68,0,0,0,0,32,0,0,1,25(25),25,25,0,0,1
2012,6,4,76,215,33.375,9.375,4.34,2.52,1.5,4.51,6.89,39.5,133,14,2,11(43),11,43,0,0,1
2012,5,9,69,200,30,8.5,4.45,0,0,0,0,37,0,17,3,4(67),4,67,0,0,1
2012,5,10,70,183,32,8.5,4.34,2.51,1.53,4.36,7.03,35.5,119,7,3,29(92),29,92,0,0,1
2012,6,5,77,323,35.25,9.625,5.41,0,0,4.8,7.74,27,104,22,3,28(91),28,91,0,0,1
2012,5,10,70,178,30.875,8.875,4.47,0,0,0,0,0,0,11,3,31(94),31,94,0,0,1
2012,6,3,75,301,0,0,4.82,0,0,4.47,7.32,27,106,24,4,19(114),19,114,0,0,1
2012,5,11,71,210,0,0,4.65,0,0,4.15,6.97,33,120,21,0,,0,0,0,0,0
2012,6,2,74,309,33.875,9.125,0,0,0,0,0,0,0,28,3,24(87),24,87,0,0,1
2012,6,0,72,213,0,0,4.68,0,0,4.22,6.78,35,122,20,0,,0,0,0,0,0
2012,6,4,76,225,34.5,9.625,4.66,0,0,4.03,7.03,34,124,20,5,32(167),32,167,0,0,1
2012,6,1,73,264,31.5,9.625,4.79,0,0,4.18,6.83,34,109,28,1,18(18),18,18,0,0,1
2012,6,2,74,245,33.375,9.625,4.5,0,1.55,4.03,6.7,33,123,23,1,15(15),15,15,0,0,1
2012,5,10,70,191,0,0,4.49,0,0,4.03,6.97,34,118,19,5,34(169),34,169,0,0,1
2012,5,11,71,188,0,0,4.64,0,0,4.15,6.9,36,125,9,0,,0,0,0,0,0
2012,6,0,72,196,32.875,9.25,4.62,0,1.6,4.11,6.82,41,127,22,0,,0,0,0,0,0
2012,6,5,77,284,0,0,4.91,0,0,4.41,7.38,28,105,25,5,2(137),2,137,0,0,1
2012,5,8,68,194,30.25,9,4.45,0,0,4.12,6.88,35,123,15,2,29(61),29,61,0,0,1
2012,6,5,77,265,0,0,5.02,0,0,4.34,0,30,114,21,0,,0,0,0,0,0
2012,6,3,75,223,33,10.25,4.65,0,0,4.06,6.81,36.5,116,14,0,,0,0,0,0,0
2012,6,2.875,74.875,216,33,10.25,4.48,2.63,1.64,4.17,6.71,36.5,122,0,2,13(45),13,45,0,0,1
2012,6,0,72,190,32.75,9.5,4.39,0,0,4.12,6.73,38,124,12,1,30(30),30,30,0,0,1
2012,5,10,70,193,32,8.25,4.46,0,0,4.13,6.95,33,121,0,2,7(39),7,39,0,0,1
2012,6,3,75,268,33.5,9,4.81,0,0,4.38,7.2,35,105,0,7,30(237),30,237,0,0,1
2012,6,1,73,241,32.875,9.375,4.68,0,0,4.37,7.34,37,88,23,4,25(120),25,120,0,0,1
2012,5,10,70,196,0,0,4.71,0,0,4.15,6.96,32,120,15,0,,0,0,0,0,0
2012,6,3,75,313,0,0,5.24,0,0,4.53,7.87,31,108,22,0,,0,0,0,0,0
2012,6,0,72,239,0,0,0,0,0,0,0,0,0,16,0,,0,0,0,0,0
2012,6,2,74,204,33.25,9.375,4.61,0,0,4.15,7.2,35,122,19,3,2(65),2,65,0,0,1
2012,6,2,74,303,0,0,5.44,0,0,4.74,7.95,30,105,29,4,4(99),4,99,0,0,1
2012,6,5,77,266,35.5,9.75,4.87,0,0,4.38,7.07,35,120,22,1,21(21),21,21,0,0,1
2012,6,3,75,230,34,9,4.55,0,1.62,0,0,33,109,14,0,,0,0,0,0,0
2012,5,9,69,194,30.5,9.125,4.56,0,0,0,0,0,0,20,0,,0,0,0,0,0
2012,6,6,78,320,33.625,10.125,5.67,0,0,5.12,8.03,27,95,13,7,27(234),27,234,0,0,1
2012,6,2,74,199,33.125,10.25,4.46,0,1.57,4.11,6.81,33,112,22,5,31(166),31,166,0,0,1
2012,5,11,71,194,30.25,8.75,4.48,0,0,4.25,7.33,37,126,0,0,,0,0,0,0,0
2012,6,3,75,239,0,0,0,0,0,0,0,34,119,20,5,20(155),20,155,0,0,1
2012,6,6,78,306,34.5,10.375,4.99,0,0,4.65,7.33,27,0,30,1,4(4),4,4,0,0,1
2012,6,0,72,209,32.125,9.25,4.58,0,1.56,4.12,7.03,34,119,14,0,,0,0,0,0,0
2012,6,1,73,208,30.875,9.125,4.82,0,0,0,0,32.5,103,0,0,,0,0,0,0,0
2012,6,3,75,307,0,0,5.52,0,0,4.58,7.77,25,101,21,5,16(151),16,151,0,0,1
2012,5,11,71,240,0,0,4.47,0,0,4.19,0,39,0,24,2,14(46),14,46,0,0,1
2012,6,1,73,186,30.625,9.5,4.51,0,0,0,0,35,120,0,1,17(17),17,17,0,0,1
2012,6,5,77,314,33,9.25,0,0,0,0,0,0,0,18,2,23(55),23,55,0,0,1
2012,6,2,74,242,31,9.75,4.58,0,0,4.12,6.92,38,74,27,1,9(9),9,9,0,0,1
2012,6,4,76,299,32.5,10.5,4.89,0,0,4.41,7.43,34,112,28,7,32(239),32,239,0,0,1
2012,6,3,75,315,0,0,5.36,0,0,4.91,7.87,29,104,30,0,,0,0,0,0,0
2012,6,3,75,312,0,0,5.37,0,0,4.65,7.64,26,96,29,3,8(71),8,71,0,0,1
2012,6,2,74,253,32.5,9.25,4.68,0,0,4.4,7.09,31,112,36,4,30(125),30,125,0,0,1
2012,6,1,73,246,32.75,10.125,4.88,0,0,0,0,36,122,22,7,16(223),16,223,0,0,1
2012,6,4,76,229,32.625,10,4.9,0,0,4.45,7.52,29.5,108,0,6,15(185),15,185,35,0,1
2012,6,2,74,254,32.625,10.625,4.93,0,0,4.28,7.36,33,117,23,0,,0,0,0,0,0
2012,6,5,77,243,34.25,10.25,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2012,6,0,72,244,0,0,4.85,0,0,0,0,32,0,19,0,,0,0,0,0,0
2012,6,3,75,309,32.25,9.75,0,0,0,0,0,0,0,26,4,22(117),22,117,0,0,1
2012,6,4,76,234,32.625,10,4.67,0,0,4.28,6.8,36,124,0,1,1(1),1,1,37,0,1
2012,6,0,72,206,0,0,4.77,0,0,0,0,31,111,17,0,,0,0,0,0,0
2012,6,2,74,237,32.25,9.25,4.79,0,0,4.43,7.18,32,114,22,5,28(163),28,163,0,0,1
2012,6,1,73,242,0,0,4.81,0,0,4.09,7.05,30,108,28,5,7(142),7,142,0,0,1
2012,5,9,69,223,30.5,9,4.55,0,0,4.16,6.79,36,120,28,1,31(31),31,31,0,0,1
2012,6,5,77,312,34,9.875,0,0,0,0,0,0,0,0,2,10(42),10,42,0,0,1
2012,5,11,71,188,31.375,9.25,4.45,0,0,4.13,6.85,39,122,13,4,26(121),26,121,0,0,1
2012,6,1,73,207,32,9.25,0,0,0,0,0,0,0,19,6,20(190),20,190,0,0,1
2012,6,1,73,306,32.25,9.125,4.88,0,0,4.25,7.19,33,113,36,3,19(82),19,82,0,0,1
2012,6,2,74,264,0,0,4.89,0,0,4.53,7.38,33,120,20,5,29(164),29,164,0,0,1
2012,6,6,78,316,35,9,5.23,0,0,4.95,7.7,27,103,22,4,17(112),17,112,0,0,1
