year,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,pick,pickround,picktotal,wonderlic,nflgrade,picked?
2015,5,9,69,205,0,0,4.6,0,0,3.95,6.79,42.5,130,24,0,0,0,0,0,5.9,0
2015,6,0,72,198,0,0,4.42,0,0,0,0,0,0,12,0,0,0,0,0,5.6,0
2015,6,0,72,221,0,0,4.57,0,0,4.1,7.1,39,121,19,0,0,0,0,0,6,0
2015,6,1,73,227,0,0,4.55,0,0,4.2,7.14,36,121,24,0,0,0,0,0,5.4,0
2015,5,8,68,180,0,0,4.43,0,0,4.07,6.64,34,121,13,0,0,0,0,0,5.3,0
2015,6,0,72,221,0,0,4.53,0,0,4.28,6.96,35.5,121,11,0,0,0,0,0,5.3,0
2015,6,0,72,218,0,0,4.56,0,0,4.03,7.09,35.5,122,0,0,0,0,0,0,5.5,0
2015,6,1,73,187,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5.5,0
2015,6,6,78,294,0,0,5.03,0,0,4.19,7.2,30,111,0,0,0,0,0,0,5.6,0
2015,6,5,77,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0
2015,6,3,75,243,0,0,4.56,0,0,4.03,7.07,37,122,23,0,0,0,0,0,5.4,0
2015,6,7,79,292,0,0,5.1,0,0,4.53,7.57,34,117,24,0,0,0,0,0,6.2,0
2015,5,10,70,212,0,0,4.53,0,0,0,7.13,36.5,118,0,0,0,0,0,0,5.4,0
2015,6,2,74,236,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,4.9,0
2015,6,4,76,282,0,0,4.8,0,0,0,0,0,0,22,0,0,0,0,0,5,0
2015,6,6,78,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0
2015,6,3,75,246,0,0,4.53,0,0,4.15,6.91,41,130,35,0,0,0,0,0,6.1,0
2015,6,6,78,252,0,0,4.8,0,0,4.32,0,33,116,14,0,0,0,0,0,5.2,0
2015,6,1,73,197,0,0,4.42,0,0,4.15,6.66,41.5,129,7,0,0,0,0,0,5.4,0
2015,6,2,74,211,0,0,4.81,0,0,4.2,7.13,37,125,0,0,0,0,0,0,0,0
2015,6,2,74,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2015,6,2,74,258,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0
2015,6,4,76,318,0,0,5.02,0,0,4.57,7.5,31,101,20,0,0,0,0,0,5,0
2015,6,4,76,303,0,0,5.57,0,0,4.65,7.9,23.5,90,22,0,0,0,0,0,5,0
2015,6,0,72,207,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5.2,0
2015,6,0,72,231,0,0,5.03,0,0,4.62,7.47,26.5,100,0,0,0,0,0,0,5,0
2015,6,7,79,301,0,0,5.6,0,0,4.75,7.91,25,103,0,0,0,0,0,0,4.8,0
2015,6,4,76,268,0,0,5.04,0,0,4.23,0,30.5,112,20,0,0,0,0,0,5.2,0
2015,6,4,76,229,0,0,4.72,0,0,4.37,7.18,33,110,0,0,0,0,0,0,5,0
2015,6,1,73,236,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4.8,0
2015,6,0,72,205,0,0,4.54,0,0,4.11,7.04,37,120,17,0,0,0,0,0,4.9,0
2015,6,2,74,234,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,5,0
2015,6,4,76,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0
2015,5,11,71,224,0,0,4.62,0,0,4.15,6.86,34.5,117,19,0,0,0,0,0,5.2,0
2015,6,2,74,319,0,0,5.05,0,0,4.59,7.84,29.5,98,26,0,0,0,0,0,6.1,0
2015,6,8,80,355,0,0,5.29,0,0,4.78,8.23,23.5,97,20,0,0,0,0,0,5.3,0
2015,5,11,71,242,0,0,4.74,0,0,4.34,7.2,33,115,25,0,0,0,0,0,4.8,0
2015,5,11,71,208,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,5.2,0
2015,6,3,75,313,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,6,0
2015,6,2,74,218,0,0,4.94,0,0,4.45,7.17,29.5,104,0,0,0,0,0,0,5.1,0
2015,6,2,74,242,0,0,4.91,0,0,0,0,33,0,30,0,0,0,0,0,0,0
2015,6,0,72,196,0,0,4.51,0,0,4.07,7.05,40,121,17,0,0,0,0,0,5.5,0
2015,5,7,67,186,0,0,4.57,0,0,4.15,6.9,36,114,0,0,0,0,0,0,5.1,0
2015,5,11,71,194,0,0,4.62,0,0,0,0,0,120,0,0,0,0,0,0,5.3,0
2015,6,3,75,267,0,0,4.79,0,0,4.25,7.17,34.5,114,27,0,0,0,0,0,5.1,0
2015,6,3,75,244,0,0,4.87,0,0,4.7,0,0,0,28,0,0,0,0,0,5.3,0
2015,6,2,74,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,3,75,271,0,0,4.79,0,0,4.05,7.08,38.5,118,19,0,0,0,0,0,4.8,0
2015,5,10,70,195,0,0,4.51,0,0,4.26,6.97,33,113,10,0,0,0,0,0,5.1,0
2015,6,5,77,277,0,0,4.98,0,0,4.48,0,32,108,0,0,0,0,0,0,4.8,0
2015,6,5,77,309,0,0,5.14,0,0,4.54,7.68,32.5,111,22,0,0,0,0,0,6.1,0
2015,6,1,73,212,0,0,4.43,0,0,4.06,6.98,41,131,23,0,0,0,0,0,5.6,0
2015,5,11,71,229,0,0,4.81,0,0,0,0,38.5,121,17,0,0,0,0,0,5.5,0
2015,6,4,76,310,0,0,5.19,0,0,4.79,8.09,30,101,23,0,0,0,0,0,4.9,0
2015,5,11,71,185,0,0,4.53,0,0,3.98,6.61,37.5,124,20,0,0,0,0,0,5.2,0
2015,5,11,71,206,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,6.1,0
2015,6,1,73,203,0,0,4.48,0,0,4.27,6.77,36,124,0,0,0,0,0,0,6.1,0
2015,6,4,76,305,0,0,5.12,0,0,4.63,7.7,27,108,21,0,0,0,0,0,6.2,0
2015,6,0,72,228,0,0,4.53,0,0,4.33,7.38,35,120,0,0,0,0,0,0,6.4,0
2015,6,2,74,213,0,0,4.35,0,0,4.3,7.06,45,139,18,0,0,0,0,0,5.5,0
2015,6,1,73,211,0,0,4.42,0,0,3.98,6.71,33,120,0,0,0,0,0,0,7,0
2015,6,3,75,293,0,0,4.86,0,0,4.37,7.23,29,110,29,0,0,0,0,0,5.4,0
2015,6,2,74,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0
2015,6,1,73,191,0,0,4.36,0,0,4.07,7.05,38,129,15,0,0,0,0,0,4.9,0
2015,6,5,77,283,0,0,5.01,0,0,4.65,7.64,33,110,0,0,0,0,0,0,4.9,0
2015,6,7,79,301,0,0,5.26,0,0,4.6,8.07,32.5,107,26,0,0,0,0,0,5.5,0
2015,6,0,72,217,0,0,4.62,0,0,4.25,7.15,40,125,15,0,0,0,0,0,5.2,0
2015,5,8,68,185,0,0,4.56,0,0,4.32,7.17,37,115,10,0,0,0,0,0,5.4,0
2015,6,2,74,248,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,4.8,0
2015,6,1,73,201,0,0,4.62,0,0,0,0,37,122,13,0,0,0,0,0,5.2,0
2015,5,11,71,193,0,0,4.38,0,0,4.14,6.94,41.5,129,12,0,0,0,0,0,5.6,0
2015,6,0,72,225,0,0,4.95,0,0,4.37,7.38,29,107,16,0,0,0,0,0,5.2,0
2015,6,5,77,320,0,0,5.07,0,0,4.47,7.91,33,103,0,0,0,0,0,0,5.9,0
2015,6,3,75,220,0,0,4.57,0,0,4.12,7.25,35.5,115,16,0,0,0,0,0,5.2,0
2015,6,2,74,216,0,0,0,0,0,4.18,6.86,36.5,124,23,0,0,0,0,0,4.8,0
2015,5,9,69,217,0,0,4.61,0,0,4.18,7,34,116,17,0,0,0,0,0,5.4,0
2015,6,1,73,196,0,0,4.51,0,0,4.28,7.14,32.5,119,0,0,0,0,0,0,5.4,0
2015,6,2,74,316,0,0,5.18,0,0,4.46,7.53,33,105,32,0,0,0,0,0,5.5,0
2015,6,0,72,235,0,0,4.93,0,0,4.49,0,28,109,21,0,0,0,0,0,6,0
2015,6,4,76,254,0,0,4.97,0,0,0,0,0,0,23,0,0,0,0,0,5,0
2015,6,0,72,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0
2015,6,4,76,255,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5.3,0
2015,6,3,75,260,0,0,4.74,0,0,4.53,7.56,29.5,100,19,0,0,0,0,0,5.1,0
2015,5,9,69,196,0,0,4.56,0,0,4.15,7.22,35.5,113,17,0,0,0,0,0,5.2,0
2015,6,0,72,195,0,0,4.46,0,0,4.32,7.03,35,115,0,0,0,0,0,0,5.6,0
2015,6,3,75,296,0,0,5.31,0,0,4.7,8.14,27.5,107,23,0,0,0,0,0,5.3,0
2015,6,6,78,313,0,0,5.31,0,0,4.77,7.84,32,101,17,0,0,0,0,0,5.4,0
2015,5,10,70,185,0,0,4.33,0,0,4.11,6.7,37,122,13,0,0,0,0,0,5.7,0
2015,5,10,70,182,0,0,4.5,0,0,4.26,7.2,33.5,115,9,0,0,0,0,0,5.6,0
2015,6,4,76,304,0,0,5.25,0,0,4.75,7.99,29,99,28,0,0,0,0,0,5.2,0
2015,6,1,73,208,0,0,4.65,0,0,4.33,7.09,39.5,119,0,0,0,0,0,0,5.5,0
2015,6,4,76,284,0,0,5.06,0,0,0,0,0,0,26,0,0,0,0,0,5.2,0
2015,6,4,76,269,0,0,4.56,0,0,0,0,42,138,0,0,0,0,0,0,5.9,0
2015,5,8,68,218,0,0,4.58,0,0,0,0,34,120,26,0,0,0,0,0,4.9,0
2015,5,9,69,220,0,0,4.8,0,0,4.5,7.63,35.5,117,16,0,0,0,0,0,5.1,0
2015,6,3,75,279,0,0,4.84,0,0,4.55,7.44,32.5,120,32,0,0,0,0,0,5.6,0
2015,5,9,69,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0
2015,6,3,75,255,0,0,4.77,0,0,4.25,7.1,34,120,27,0,0,0,0,0,5.5,0
2015,6,5,77,313,0,0,5.15,0,0,4.63,7.48,30.5,112,30,0,0,0,0,0,5.8,0
2015,6,3,75,208,0,0,4.63,0,0,4.26,7.09,31,117,0,0,0,0,0,0,5.2,0
2015,6,6,78,353,0,0,5.55,0,0,4.77,0,29.5,0,0,0,0,0,0,0,5.3,0
2015,6,1,73,223,0,0,4.63,0,0,4.1,6.95,32.5,118,0,0,0,0,0,0,5,0
2015,6,4,76,323,0,0,5.33,0,0,4.74,0,26.5,97,0,0,0,0,0,0,4.8,0
2015,6,1,73,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0
2015,6,4,76,318,0,0,5.25,0,0,4.76,0,24,99,20,0,0,0,0,0,5.6,0
2015,6,6,78,306,0,0,5.01,0,0,4.33,7.25,32.5,0,25,0,0,0,0,0,5.7,0
2015,6,6,78,329,0,0,5.31,0,0,0,0,0,0,37,0,0,0,0,0,6,0
2015,6,2,74,266,0,0,4.93,0,0,4.4,7.34,36.5,121,28,0,0,0,0,0,5.6,0
2015,5,11,71,254,0,0,4.94,0,0,4.4,7.56,33.5,114,23,0,0,0,0,0,5.1,0
2015,6,3,75,261,0,0,4.6,0,0,4.32,7.4,32.5,112,19,0,0,0,0,0,6.4,0
2015,6,5,77,238,0,0,4.73,0,0,4.15,6.83,34.5,118,18,0,0,0,0,0,5.3,0
2015,6,4,76,232,0,0,4.7,0,0,0,0,38.5,122,17,0,0,0,0,0,5.6,0
2015,5,10,70,180,0,0,4.44,0,0,4.2,7.07,34.5,123,0,0,0,0,0,0,5.5,0
2015,6,2,74,306,0,0,5.5,0,0,4.58,7.66,27,96,29,0,0,0,0,0,5.5,0
2015,6,4,76,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0
2015,6,2,74,218,0,0,4.55,0,0,4.27,7.21,37,120,22,0,0,0,0,0,5.2,0
2015,6,6,78,305,0,0,5.04,0,0,4.56,7.72,33.5,113,24,0,0,0,0,0,4.9,0
2015,6,0,72,179,0,0,4.64,0,0,4.26,6.97,34,123,0,0,0,0,0,0,5.2,0
2015,6,4,76,307,0,0,5.2,0,0,4.58,7.56,29.5,113,31,0,0,0,0,0,5.4,0
2015,6,2,74,260,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0
2015,6,4,76,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0
2015,5,9,69,176,0,0,4.46,0,0,4.2,6.81,33.5,120,15,0,0,0,0,0,5.8,0
2015,5,10,70,209,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0
2015,6,1,73,215,0,0,4.52,0,0,4.07,7.04,35,126,19,0,0,0,0,0,6.2,0
2015,5,10,70,200,0,0,4.44,0,0,4.33,0,33,116,21,0,0,0,0,0,5.3,0
2015,6,3,75,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0
2015,6,2,74,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0
2015,6,5,77,314,0,0,5.16,0,0,4.7,8,29.5,106,21,0,0,0,0,0,5.1,0
2015,6,5,77,237,0,0,4.49,0,0,4.45,6.89,33.5,119,13,0,0,0,0,0,5.7,0
2015,5,11,71,182,0,0,4.53,0,0,4.12,6.88,36.5,122,0,0,0,0,0,0,5.7,0
2015,6,5,77,235,0,0,4.64,0,0,0,0,36.5,125,24,0,0,0,0,0,6.4,0
2015,6,3,75,262,0,0,4.81,0,0,4.38,7.24,37,117,20,0,0,0,0,0,5.4,0
2015,6,1,73,202,0,0,4.69,0,0,4.41,7.18,33.5,108,12,0,0,0,0,0,5.4,0
2015,6,1,73,222,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6.3,0
2015,6,5,77,246,0,0,4.72,0,0,4.28,7.28,36,121,22,0,0,0,0,0,5.2,0
2015,6,0,72,195,0,0,4.81,0,0,4.2,7.12,32,110,0,0,0,0,0,0,5.1,0
2015,6,1,73,234,0,0,4.6,0,0,4.36,7.15,35,117,26,0,0,0,0,0,5.1,0
2015,6,0,72,198,0,0,4.6,0,0,4.15,6.86,41,132,16,0,0,0,0,0,5.2,0
2015,6,3,75,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0
2015,6,2,74,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0
2015,6,3,75,307,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,5.6,0
2015,5,10,70,192,0,0,4.56,0,0,4.21,6.63,36.5,114,11,0,0,0,0,0,5.4,0
2015,6,3,75,247,0,0,4.6,0,0,4.16,7.07,35,123,0,0,0,0,0,0,5.9,0
2015,6,1,73,191,0,0,4.64,0,0,4.36,7.15,32,108,13,0,0,0,0,0,5.4,0
2015,6,1,73,183,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0
2015,6,4,76,330,0,0,5.19,0,0,4.62,7.51,29.5,102,26,0,0,0,0,0,5.7,0
2015,6,5,77,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0
2015,5,7,67,199,0,0,4.8,0,0,4.38,7.2,33,113,0,0,0,0,0,0,5,0
2015,6,7,79,321,0,0,5.46,0,0,4.87,8.28,28.5,96,16,0,0,0,0,0,5.8,0
2015,5,10,70,198,0,0,4.63,0,0,4.4,7.19,30.5,116,19,0,0,0,0,0,5.3,0
2015,6,0,72,231,0,0,4.59,0,0,4,6.68,33.5,120,19,0,0,0,0,0,5.2,0
2015,6,1,73,244,0,0,4.83,0,0,4.27,7.35,32,111,23,0,0,0,0,0,5.1,0
2015,6,5,77,254,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5.4,0
2015,6,5,77,309,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,5.2,0
2015,6,1,73,236,0,0,4.68,0,0,4.15,6.78,38,124,20,0,0,0,0,0,5.4,0
2015,5,10,70,182,0,0,4.55,0,0,4.21,6.81,32.5,120,0,0,0,0,0,0,5.4,0
2015,6,0,72,226,0,0,4.83,0,0,4.4,7.17,27,111,0,0,0,0,0,0,4.8,0
2015,6,2,74,250,0,0,4.68,0,0,4.65,0,33.5,125,0,0,0,0,0,0,5.2,0
2015,6,0,72,218,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,5.5,0
2015,6,0,72,237,0,0,4.68,0,0,4.15,6.99,0,0,31,0,0,0,0,0,5.2,0
2015,6,5,77,307,0,0,5.12,0,0,4.64,7.87,31,104,26,0,0,0,0,0,5.8,0
2015,6,3,75,226,0,0,4.63,0,0,3.98,6.93,36,120,0,0,0,0,0,0,5.5,0
2015,6,5,77,252,0,0,4.57,0,0,0,0,0,0,25,0,0,0,0,0,5.7,0
2015,6,3,75,275,0,0,4.88,0,0,4.58,7.39,31,111,16,0,0,0,0,0,5,0
2015,6,0,72,247,0,0,5.02,0,0,4.33,7.24,31.5,110,30,0,0,0,0,0,4.8,0
2015,6,4,76,330,0,0,5.52,0,0,0,0,25,96,0,0,0,0,0,0,5.7,0
2015,6,7,79,261,0,0,4.83,0,0,4.5,0,37.5,121,26,0,0,0,0,0,5.1,0
2015,6,1,73,304,0,0,5.06,0,0,4.56,7.37,31,112,30,0,0,0,0,0,5.8,0
2015,5,10,70,200,0,0,4.57,0,0,4.4,6.95,33,109,21,0,0,0,0,0,5.2,0
2015,6,1,73,198,0,0,4.72,0,0,4.15,7.18,33.5,116,15,0,0,0,0,0,4.9,0
2015,6,1,73,224,0,0,4.5,0,0,4.27,6.82,41.5,127,25,0,0,0,0,0,5.3,0
2015,5,9,69,207,0,0,4.54,0,0,0,0,33.5,121,0,0,0,0,0,0,5.9,0
2015,5,10,70,215,0,0,4.7,0,0,4.13,7.09,36.5,120,26,0,0,0,0,0,4.9,0
2015,6,0,72,188,0,0,4.52,0,0,3.89,6.79,41.5,130,0,0,0,0,0,0,5.9,0
2015,6,2,74,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,1,73,199,0,0,0,0,0,3.94,6.78,44.5,147,0,0,0,0,0,0,5.3,0
2015,5,10,70,182,0,0,4.63,0,0,4.19,6.91,32.5,119,8,0,0,0,0,0,0,0
2015,6,2,74,231,0,0,4.61,0,0,4.2,0,31.5,112,20,0,0,0,0,0,5.3,0
2015,6,3,75,245,0,0,4.95,0,0,4.33,7.25,32,115,19,0,0,0,0,0,5.4,0
2015,6,0,72,232,0,0,4.61,0,0,0,0,38,124,19,0,0,0,0,0,5.8,0
2015,6,2,74,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0
2015,6,5,77,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0
2015,6,5,77,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0
2015,6,5,77,246,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,5.4,0
2015,6,0,72,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,0,72,208,0,0,4.42,0,0,4.32,7.22,34.5,118,0,0,0,0,0,0,5.3,0
2015,6,4,76,214,0,0,4.58,0,0,4.28,7.11,33.5,119,16,0,0,0,0,0,5.3,0
2015,6,2,74,192,0,0,4.61,0,0,4.13,6.92,36,114,10,0,0,0,0,0,5.4,0
2015,5,10,70,182,0,0,4.4,0,0,4.07,6.89,35.5,121,0,0,0,0,0,0,5.5,0
2015,6,0,72,192,0,0,4.51,0,0,4.27,6.98,34,120,12,0,0,0,0,0,5.1,0
2015,6,2,74,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0
2015,6,4,76,314,0,0,4.99,0,0,4.44,7.3,26.5,106,30,0,0,0,0,0,5.3,0
2015,6,4,76,248,0,0,4.99,0,0,4.51,7.3,31.5,113,0,0,0,0,0,0,0,0
2015,6,0,72,211,0,0,4.65,0,0,4.5,7.51,34,118,17,0,0,0,0,0,5.2,0
2015,5,8,68,213,0,0,0,0,0,4.37,7.52,37,115,22,0,0,0,0,0,5.2,0
2015,5,11,71,201,0,0,4.44,0,0,4.07,6.83,38,130,17,0,0,0,0,0,5.4,0
2015,6,4,76,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0
2015,6,6,78,229,0,0,5.14,0,0,4.39,7.29,31,105,0,0,0,0,0,0,5.3,0
2015,6,3,75,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0
2015,6,4,76,222,0,0,4.52,0,0,4.11,6.87,36,121,0,0,0,0,0,0,6.4,0
2015,6,1,73,203,0,0,4.58,0,0,4.18,7,33.5,114,16,0,0,0,0,0,4.9,0
2015,6,4,76,307,0,0,4.98,0,0,4.47,7.33,30.5,108,30,0,0,0,0,0,5.4,0
2015,6,1,73,207,0,0,4.54,0,0,4.15,6.96,37.5,124,12,0,0,0,0,0,5.2,0
2015,6,5,77,309,0,0,5.52,0,0,5.12,8.19,17.5,84,0,0,0,0,0,0,5.5,0
2015,6,4,76,259,0,0,4.85,0,0,4.58,7.47,32,112,23,0,0,0,0,0,5.7,0
2015,6,2,74,224,0,0,4.67,0,0,4.13,6.93,35.5,117,0,0,0,0,0,0,5.6,0
2015,6,3,75,313,0,0,5.54,0,0,5.01,8.2,22.5,97,0,0,0,0,0,0,5.2,0
2015,6,0,72,210,0,0,4.41,0,0,4.08,6.96,38,122,16,0,0,0,0,0,5.3,0
2015,5,9,69,195,0,0,4.51,0,0,3.82,6.8,36,130,17,0,0,0,0,0,5.3,0
2015,6,5,77,338,0,0,5.21,0,0,5.07,8.16,32,109,24,0,0,0,0,0,5,0
2015,5,11,71,195,0,0,4.63,0,0,4.26,7.01,33,112,19,0,0,0,0,0,5.2,0
2015,6,4,76,246,0,0,4.66,0,0,4.27,7.21,40.5,121,16,0,0,0,0,0,6,0
2015,6,5,77,307,0,0,5.51,0,0,4.87,7.91,25,97,0,0,0,0,0,0,5.2,0
2015,6,2,74,303,0,0,5.33,0,0,4.75,8.2,27,104,29,0,0,0,0,0,5.5,0
2015,6,0,72,221,0,0,4.55,0,0,4.21,6.97,40.5,121,0,0,0,0,0,0,5.6,0
2015,6,5,77,305,0,0,5.14,0,0,4.5,7.6,31,112,36,0,0,0,0,0,5.2,0
2015,6,0,72,215,0,0,4.54,0,0,4.25,7.07,32.5,121,0,0,0,0,0,0,4.8,0
2015,5,8,68,193,0,0,4.61,0,0,4.4,0,29,109,11,0,0,0,0,0,5.3,0
2015,6,5,77,326,0,0,5.44,0,0,4.91,8.1,27.5,94,0,0,0,0,0,0,5.2,0
2015,5,10,70,156,0,0,4.28,0,0,4.15,7.02,36,127,0,0,0,0,0,0,4.9,0
2015,5,10,70,197,0,0,4.49,0,0,4.07,6.88,34.5,115,19,0,0,0,0,0,5.4,0
2015,6,2,74,307,0,0,5.02,0,0,4.69,7.67,34,114,26,0,0,0,0,0,5.1,0
2015,6,2,74,232,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,5.1,0
2015,6,3,75,252,0,0,4.93,0,0,4.5,0,30.5,110,21,0,0,0,0,0,5.4,0
2015,6,3,75,267,0,0,4.62,0,0,4.19,7.36,39,127,25,0,0,0,0,0,5.7,0
2015,6,5,77,306,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,5.9,0
2015,6,3,75,250,0,0,4.8,0,0,4.43,7.28,31.5,115,0,0,0,0,0,0,5.8,0
2015,6,5,77,323,0,0,5.16,0,0,4.9,8.26,28,100,0,0,0,0,0,0,5.3,0
2015,6,4,76,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,3,75,209,0,0,4.45,0,0,0,0,36.5,125,17,0,0,0,0,0,6.2,0
2015,6,1,73,308,0,0,5.38,0,0,0,0,29,103,34,0,0,0,0,0,5.4,0
2015,6,7,79,313,0,0,5.18,0,0,4.62,8.01,31,105,0,0,0,0,0,0,6.2,0
2015,6,2,74,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0
2015,5,11,71,236,0,0,4.78,0,0,0,0,32,113,27,0,0,0,0,0,5.7,0
2015,6,0,72,191,0,0,4.61,0,0,4,6.8,32.5,119,7,0,0,0,0,0,5.3,0
2015,6,0,72,197,0,0,4.53,0,0,4.08,7.08,37.5,121,17,0,0,0,0,0,5.8,0
2015,6,3,75,230,0,0,4.87,0,0,4.13,6.91,34,121,0,0,0,0,0,0,5.3,0
2015,6,5,77,329,0,0,5.17,0,0,4.68,7.88,30,105,28,0,0,0,0,0,6.2,0
2015,6,1,73,298,0,0,5,0,0,0,8,31,107,26,0,0,0,0,0,5.4,0
2015,6,5,77,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2015,6,5,77,307,0,0,5.09,0,0,4.66,7.9,31,113,25,0,0,0,0,0,5,0
2015,6,5,77,335,0,0,5.32,0,0,4.89,8.09,26.5,95,26,0,0,0,0,0,5.4,0
2015,6,2,74,208,0,0,4.6,0,0,4.23,7.12,35,125,11,0,0,0,0,0,5.3,0
2015,6,2,74,251,0,0,4.58,0,0,4.37,0,38,118,17,0,0,0,0,0,5,0
2015,6,0,72,240,0,0,4.78,0,0,4.39,7.07,31,110,19,0,0,0,0,0,5.4,0
2015,5,11,71,196,0,0,4.46,0,0,4.07,6.83,38,120,14,0,0,0,0,0,5.4,0
2015,5,9,69,215,0,0,4.65,0,0,0,0,35.5,116,15,0,0,0,0,0,5.5,0
2015,6,3,75,245,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,6.8,0
2015,6,5,77,269,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,5.2,0
2015,5,11,71,211,0,0,4.65,0,0,4.22,6.74,32,111,13,0,0,0,0,0,5.2,0
2015,6,3,75,283,0,0,5.16,0,0,4.41,7.57,32.5,106,0,0,0,0,0,0,5.6,0
2015,6,1,73,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0
2015,6,7,79,324,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,5.3,0
2015,6,3,75,245,0,0,4.61,0,0,4.38,7.49,37,121,20,0,0,0,0,0,4.8,0
2015,5,8,68,217,0,0,4.7,0,0,0,0,32,113,21,0,0,0,0,0,5.2,0
2015,5,11,71,195,0,0,4.57,0,0,4.28,7.1,36.5,122,14,0,0,0,0,0,5.8,0
2015,6,4,76,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0
2015,6,1,73,205,0,0,4.45,0,0,3.97,6.7,39,125,19,0,0,0,0,0,5.4,0
2015,6,0,72,218,0,0,4.68,0,0,4.58,7.35,27.5,110,17,0,0,0,0,0,4.8,0
2015,6,4,76,269,0,0,4.75,0,0,4.47,7.25,32.5,119,25,0,0,0,0,0,5,0
2015,6,2,74,240,0,0,4.65,0,0,4.2,7.11,34.5,120,20,0,0,0,0,0,5.3,0
2015,6,6,78,311,0,0,5.36,0,0,4.58,7.54,29,97,23,0,0,0,0,0,5.6,0
2015,6,2,74,209,0,0,4.56,0,0,0,7.04,32.5,123,0,0,0,0,0,0,5.2,0
2015,6,3,75,248,0,0,4.65,0,0,4.49,0,36,119,0,0,0,0,0,0,5.2,0
2015,6,5,77,319,0,0,5.05,0,0,0,0,0,0,23,0,0,0,0,0,6.4,0
2015,6,0,72,204,0,0,4.62,0,0,4.11,7.08,33,121,15,0,0,0,0,0,5,0
2015,6,0,72,201,0,0,4.44,0,0,4.12,7.01,37.5,130,26,0,0,0,0,0,5.4,0
2015,6,4,76,338,0,0,5.74,0,0,0,0,0,0,26,0,0,0,0,0,5.1,0
